label,0,1,2,3,4,5,6,7,8,9,10,11,12
andhra_pradesh,-405.91522,132.78969,1.3490283,23.750452,15.839739,-10.717353,0.65183264,-4.7485895,-8.659591,-4.3958693,-6.417202,1.4180537,0.28231946
andhra_pradesh,-388.2817,140.8596,-5.2108135,20.640442,25.458605,-3.386274,1.2297378,-6.9241476,-10.688508,-1.3384122,-5.6520667,-4.549699,-2.6160462
andhra_pradesh,-596.85986,128.39265,8.822281,9.774343,-0.24755089,5.381424,-8.22245,-8.897675,-19.1349,-6.0067053,-6.3980923,-7.667475,0.26363334
andhra_pradesh,-378.14804,141.42311,-33.486942,24.818008,23.605097,-9.63341,7.0170794,-6.6760216,-11.231994,-2.5054486,-11.060676,-4.9343076,0.99583966
andhra_pradesh,-370.60355,118.93026,-10.723454,27.267271,24.589333,-5.2431083,2.9071746,-4.1540346,-6.781349,-3.779476,-8.387471,-0.37843144,-0.90058255
andhra_pradesh,-374.48376,138.1078,-15.04353,20.475273,25.571081,-3.3961043,1.5494604,-6.0909915,-6.6311693,-4.181382,-13.841735,-4.9010444,1.6919414
andhra_pradesh,-408.65906,138.93771,-16.117613,26.00307,30.08904,-2.6962793,0.7747951,-4.3287516,-3.3340082,-6.8646293,-16.504295,-3.5352278,-0.7201385
andhra_pradesh,-377.26038,163.24036,-10.317632,16.439442,16.691414,-15.122477,1.6040269,-0.19414537,-6.7516217,-4.4408965,-13.201233,-3.4295552,4.1286645
andhra_pradesh,-406.81598,134.69882,-4.2055273,14.627867,11.352194,-10.800063,1.9196485,-1.0709566,-5.5832195,-7.6046286,-12.863545,-0.24581143,3.2419853
andhra_pradesh,-379.67133,164.42328,-16.875378,20.348917,18.116411,-10.768184,3.202506,-4.286448,-5.1755657,-8.899389,-21.131744,-2.8744955,4.562692
andhra_pradesh,-281.7871,144.92839,-21.480047,16.482403,11.278997,-15.62523,3.7881303,-0.1612854,-3.5726264,-3.963784,-13.043134,-1.0183128,3.7556498
andhra_pradesh,-389.79398,122.85023,-14.036149,26.479454,16.442873,-12.337145,3.2275903,-5.9061356,-6.3754883,-1.249037,-12.604936,-4.3319077,1.9092227
andhra_pradesh,-343.28583,143.99545,-17.293074,23.53734,14.823343,-15.519652,1.0372989,-8.878567,-8.739938,-2.3948545,-12.950971,-2.141854,3.206283
andhra_pradesh,-600.5352,135.57373,27.854095,18.921257,9.669385,18.564972,3.64688,-1.8668227,-14.247002,-15.68397,-3.422798,-8.195519,-3.605529
andhra_pradesh,-308.45663,156.9459,-22.579512,14.612403,17.149939,-15.840412,-4.6890526,-2.8563788,-0.2298199,-5.255944,-18.490217,-3.8095567,4.2748146
andhra_pradesh,-348.10925,141.34033,-23.452776,29.241043,16.248434,-11.883886,7.2644587,-6.86403,-4.0668254,2.1605518,-13.361993,-5.506634,3.0876963
andhra_pradesh,-373.08597,148.89989,-12.235579,15.441747,14.411015,-12.846212,0.3815182,-5.1521177,-7.3239875,-4.5885653,-14.293491,-4.240665,0.8330583
andhra_pradesh,-420.74207,125.39509,28.369917,24.613363,-5.616537,3.0878782,0.47294205,2.4371293,-12.587226,-1.2351913,-2.8456123,-4.208298,-4.2252536
andhra_pradesh,-408.05875,132.24904,35.99888,24.817913,2.4780333,4.847183,0.5301706,-0.6734231,-8.919416,-6.153912,-5.6322865,-8.69655,-4.930075
andhra_pradesh,-424.26813,120.68226,31.222973,24.553608,4.680407,4.853176,-1.4254174,-2.7089455,-9.232835,-4.4793324,-4.480592,-8.706484,-5.914017
andhra_pradesh,-407.5263,115.71816,21.536903,30.2888,2.0255036,6.2901583,0.37778413,-4.0093513,-12.322437,-3.3061066,-1.9066008,-7.7251863,-5.547764
andhra_pradesh,-386.56567,126.09933,28.347588,27.51432,-12.253273,1.3298466,0.30863622,0.98429203,-14.559028,-3.5555105,-2.819159,-9.458356,-3.298562
andhra_pradesh,-393.42053,118.503006,22.48971,28.024525,-9.40486,-3.0241613,2.5034118,1.5118812,-14.485778,-2.0718207,-0.69525987,-8.994734,-2.5547462
andhra_pradesh,-402.27176,134.0814,29.500933,22.712835,-11.052261,-0.9964813,-2.4261117,4.073541,-13.891023,-3.4876118,-4.832145,-8.754371,-4.639436
andhra_pradesh,-596.24567,142.74896,15.69165,18.746532,8.159886,2.9849408,-0.17900057,-11.568476,-7.1132345,-12.689656,-17.335665,-5.9998455,-5.166032
andhra_pradesh,-376.98355,146.06847,24.043322,19.925764,-13.069295,-4.0385404,-0.014337575,4.0924597,-16.729305,-4.505903,-2.5896642,-11.260553,-4.3155985
andhra_pradesh,-385.20288,123.05728,19.094591,23.459524,-14.136085,-2.1600494,0.8779766,-1.5865564,-15.870238,-1.1107159,-0.42974958,-10.17861,-3.8099825
andhra_pradesh,-402.45428,121.27647,22.153276,27.904709,-9.081544,-0.77666974,0.026314238,1.0482476,-15.712572,-1.631947,-1.1630268,-8.77737,-4.5371013
andhra_pradesh,-376.37964,143.80795,27.506521,27.767282,-1.9257265,-1.9717022,-2.690777,0.48747128,-18.364449,-7.9364843,-1.2769737,-13.08468,-6.419317
andhra_pradesh,-382.93774,128.2597,31.161978,28.020193,-2.2326527,0.76362836,2.4751534,-3.0227058,-14.454556,-6.484418,-2.0989196,-12.405144,-8.363363
andhra_pradesh,-416.2625,126.02263,34.66693,21.88552,1.2677763,2.5517468,0.72971153,-3.566572,-11.142972,-4.31405,-3.8524265,-9.720062,-4.7579308
andhra_pradesh,-389.02982,115.22992,15.213089,35.16452,-1.4711382,6.451386,0.19720589,-6.117863,-16.093401,0.39058205,0.35559025,-10.375595,-7.3333106
andhra_pradesh,-395.8059,124.80093,28.707155,25.94036,-12.605282,-1.9728824,1.6943319,0.29452217,-14.773608,-2.7573779,-0.50510114,-9.772821,-3.5137296
andhra_pradesh,-408.1161,112.99153,26.824427,24.284105,-6.83995,-2.1456027,1.5594633,-0.1670813,-12.459147,-3.2595818,-0.6945614,-6.7958674,-2.7705772
andhra_pradesh,-409.08875,128.74004,29.869276,21.260777,-10.431385,-2.0545392,0.15250228,0.2243516,-12.830246,-2.3548996,-2.3264365,-7.8097067,-4.9282727
andhra_pradesh,-575.8216,132.81453,9.878185,22.217386,-0.6323567,21.994547,0.2881679,-2.31298,-15.399669,-16.267086,-5.7757297,-3.03868,-7.80627
andhra_pradesh,-384.3573,144.80518,27.046791,17.520744,-12.485077,-5.8653717,0.41043556,1.6927344,-14.443849,-4.7516136,-2.632011,-10.3134985,-3.9348862
andhra_pradesh,-395.20886,116.84111,19.756626,24.94519,-17.258207,-4.1166863,-0.14952892,-1.0752047,-15.243831,-1.7115067,0.30930507,-7.2891083,-2.474874
andhra_pradesh,-406.77774,122.86968,26.410582,26.06356,-9.392678,-2.3113334,1.0394878,-0.076088876,-13.472567,-3.6004667,-1.4021242,-7.612351,-4.174377
andhra_pradesh,-372.26184,140.9431,24.930237,30.328047,-9.477006,-1.9513862,1.8280932,-0.9026332,-18.783056,-2.5023563,-0.32792524,-10.656879,-4.8524528
andhra_pradesh,-408.2605,128.4085,35.155704,17.873224,-2.9836295,-0.9742549,1.861442,-5.4155273,-9.713466,-4.3368773,-3.4626296,-6.9990563,-4.71584
andhra_pradesh,-417.68503,119.99005,32.52164,22.866142,2.51403,1.4565,-0.8655829,-6.782914,-11.815809,-4.106233,-2.976638,-9.487338,-3.6740518
andhra_pradesh,-400.5426,119.25562,22.117311,30.015211,-0.5662264,1.9483156,-1.5113297,-6.7434087,-14.040124,-3.4046242,-1.221462,-8.726174,-5.9620647
andhra_pradesh,-383.06995,128.50975,25.884678,25.528086,-14.570821,-1.2738496,2.1685088,-2.537115,-15.762355,-1.5165068,-2.6087584,-10.15203,-4.597794
andhra_pradesh,-402.4476,114.87037,26.547537,21.933859,-8.925351,-4.192259,1.6202579,-1.2486801,-12.95464,-2.3502748,-0.598311,-8.291885,-1.9106281
andhra_pradesh,-413.7525,128.34442,31.557142,19.98013,-8.943704,-4.2240396,-0.23885524,-0.36326513,-11.759655,-4.1845136,-3.0541487,-6.0493326,-4.015977
andhra_pradesh,-578.96204,146.23686,-2.6465673,3.6868188,3.1117556,15.818381,-0.43148756,-13.911852,-13.893194,-4.763777,-12.7202,-4.201044,-6.6836834
andhra_pradesh,-382.52142,149.6506,29.811146,17.86075,-13.930473,-7.3861637,-1.4784868,2.0925763,-14.102466,-6.450708,-3.7074428,-9.007116,-5.5247574
andhra_pradesh,-389.56296,121.03518,21.07684,20.134003,-13.459094,-6.457319,-1.9579471,-2.7884696,-14.539191,-4.9548054,0.036630318,-6.5820312,-2.5655015
andhra_pradesh,-436.5176,105.56284,24.098055,21.069965,-7.3783197,0.49685106,-0.256789,0.49972147,-9.736145,0.07129609,-0.7915232,-1.8816702,-1.0103807
andhra_pradesh,-408.68356,132.70549,30.191317,29.870747,-8.746774,1.7637985,0.45597902,2.9200191,-14.767996,-1.2771316,-4.989879,-6.1399965,-8.521843
andhra_pradesh,-417.0519,131.42378,27.970015,23.91392,-5.3908343,3.4960923,0.13099974,0.27821475,-12.638449,0.7657372,-3.6808147,-4.526273,-6.055814
andhra_pradesh,-406.23413,123.246544,26.108078,31.256071,-2.2693882,3.2606766,0.6347694,-1.5516462,-12.782621,-3.0637763,-3.1671057,-7.3448043,-5.5683904
andhra_pradesh,-436.75082,113.81757,26.421093,20.124292,-0.1857367,3.6862488,1.2286322,-2.379689,-8.747326,-1.8890696,-3.9805892,-4.0715322,-2.4965203
andhra_pradesh,-401.43567,140.22557,31.62836,22.080011,-7.488358,-1.3542842,-2.466706,0.7223959,-9.993656,-0.63281405,-5.8788385,-6.6575933,-6.025434
andhra_pradesh,-425.58267,123.958565,31.336123,16.821579,-0.62283105,1.3307502,-1.2318637,-0.7878995,-8.899492,-2.4596834,-1.4259214,-5.6583123,-4.2623305
andhra_pradesh,-417.04495,126.18655,29.96133,22.400352,-4.564021,0.5641299,-2.10893,0.41512668,-11.092647,-1.8416772,-1.634097,-6.663501,-6.163296
andhra_pradesh,-606.68665,135.32823,34.22273,-1.082439,-6.3749757,3.135399,-1.4233631,-6.288543,-1.2371575,-4.0867853,-11.733364,-9.039354,-7.72852
andhra_pradesh,-410.8904,117.956024,21.866035,21.121834,-5.4262404,1.6038262,-1.1040735,-2.6710072,-10.945027,0.7419993,-1.7770488,-6.707319,-3.9488497
andhra_pradesh,-383.1333,137.84512,25.48585,28.806871,-10.21998,2.9215477,-3.075075,2.0256267,-15.08577,2.5920086,-4.429252,-8.377956,-8.457645
andhra_pradesh,-394.35287,122.45048,24.953371,27.923275,-6.805182,0.70716375,0.95676184,-2.1672487,-14.156998,-0.4301302,-1.363618,-11.397464,-4.727252
andhra_pradesh,-425.0077,123.04009,33.408283,20.595291,-4.6349545,-0.09871975,0.70215714,-0.2330596,-10.51455,-3.3014078,-3.3750687,-5.052067,-4.6584663
andhra_pradesh,-391.20187,133.63222,30.451332,25.340874,-8.082439,-0.9906824,1.6566285,-1.4207071,-13.532971,-4.076229,-2.1533682,-9.077983,-3.9404097
andhra_pradesh,-393.99863,129.22583,22.482016,27.019644,-9.069814,2.3923335,1.9730965,0.25025943,-14.019029,-0.7697105,-1.6887351,-6.504949,-4.343424
andhra_pradesh,-411.46793,117.00935,28.093315,30.012306,-5.9426594,0.484704,0.586106,0.06254796,-12.434483,-3.4402392,-2.431487,-5.058266,-5.672545
andhra_pradesh,-420.9254,122.89912,33.24655,19.593336,-4.008843,-2.6525385,-1.421734,-2.0464861,-9.19386,-3.407197,-3.3876715,-6.3680387,-3.3796062
andhra_pradesh,-422.4383,116.65396,29.651657,18.338192,-1.4806321,2.4908645,-1.3988837,-3.0094504,-8.434949,-3.8026848,-0.96032995,-4.87255,-3.585359
andhra_pradesh,-419.91434,122.37693,28.763071,18.186087,-6.019164,4.752088,-5.3092427,-3.2831962,-6.250227,-1.5972657,-4.5161867,-1.3727242,-3.1295726
andhra_pradesh,-600.4421,148.29944,20.354445,8.097483,-1.1967235,6.4638247,-2.0253308,-4.2425714,-16.609653,-16.360697,-6.754606,-4.72862,-3.6625433
andhra_pradesh,-411.79745,116.60782,25.289446,19.267714,-5.313907,0.06944952,-4.0407586,-2.8728054,-6.6184425,-3.4293258,-2.4126213,-4.116401,-4.2049646
andhra_pradesh,-400.72507,127.10191,26.323664,25.030489,-11.440231,3.0803325,-4.6500854,0.7462236,-10.233514,1.5571682,-3.9031034,-4.107172,-6.7441845
andhra_pradesh,-398.11624,127.15284,29.38493,26.175194,-6.3916345,3.1025336,-1.2011237,-4.60748,-10.175049,-1.7682791,-3.173524,-8.339135,-4.896641
andhra_pradesh,-401.80447,129.88322,34.44803,22.852606,-6.3888025,1.0854571,0.71774626,-4.4940724,-9.657583,-3.2606661,-4.5596313,-6.4279137,-4.923465
andhra_pradesh,-410.4175,125.512215,30.846657,25.40163,-12.004387,1.9941984,0.80263066,-2.3815308,-10.766079,-1.5292904,-3.3963926,-4.714526,-5.2902365
andhra_pradesh,-383.9724,143.38205,25.620394,21.300552,-7.972214,-0.49515504,1.7592778,-4.261823,-10.435002,-3.8159616,-2.254186,-6.9176865,-6.8426714
andhra_pradesh,-380.96024,124.62283,25.31503,31.65903,-5.6229343,4.211612,1.1154624,-6.4628634,-11.201591,-3.2741413,-4.3031726,-8.90285,-6.95049
andhra_pradesh,-407.46594,126.65052,33.612976,16.813313,-5.5431705,-4.0814595,-1.5152856,-2.483563,-6.279435,-4.2690496,-4.121406,-5.9817142,-3.9724352
andhra_pradesh,-412.70386,131.37392,31.642738,20.16784,-0.8280052,2.1532369,-4.3139243,-3.4854364,-8.846645,-3.971179,-3.9760587,-5.6389203,-6.589679
andhra_pradesh,-394.5201,134.5194,26.749378,22.666918,-3.886633,0.68363637,-5.469654,-2.9278376,-9.04138,-2.860353,-3.9751344,-8.262803,-8.7269335
andhra_pradesh,-548.46326,119.50761,9.628486,31.57416,16.865492,25.071886,-18.246155,-13.921618,-12.963646,-10.743022,-10.139818,-22.986778,-2.9747815
andhra_pradesh,-407.5193,117.86704,23.097237,18.36326,-7.8942747,1.9044869,-2.341142,-5.18666,-9.262144,-1.5689447,-1.5764401,-5.050152,-3.7402363
andhra_pradesh,-379.55402,131.45586,27.008873,23.916344,-9.771332,2.4042077,-2.2688751,-4.858668,-10.121881,-0.3120493,-3.6230469,-7.9663754,-6.4075413
andhra_pradesh,-383.71497,124.51065,23.781023,28.644869,-9.654297,3.1555245,-0.3163652,-6.1553555,-10.353717,-1.520278,-3.3246644,-7.6946683,-5.6927752
andhra_pradesh,-449.71262,105.383705,30.516916,15.262965,-5.860513,0.61728674,-0.8716746,-1.5212626,-5.0753083,-1.3184434,-3.0862656,-1.3551391,0.09064752
andhra_pradesh,-399.40463,138.0595,26.912298,22.923643,-10.462087,-1.1267405,-0.42341593,0.77802783,-11.858032,-1.5138752,-4.193852,-5.496858,-7.4312115
andhra_pradesh,-343.9817,88.46246,6.8953543,44.414112,-26.69603,13.223825,2.8175797,-3.030719,-21.451197,4.938732,-3.6574032,-8.186014,-7.1184573
andhra_pradesh,-419.01923,137.8781,31.24771,14.431397,-4.895383,3.590763,-0.448164,-1.6020042,-12.261796,-2.6072013,-4.3693314,-1.5731046,-6.2669554
andhra_pradesh,-414.05768,120.13489,28.800236,25.1416,-5.8522673,4.7590117,2.0525014,-2.665541,-12.632322,1.2129158,-2.2987247,-4.9318953,-3.9252796
andhra_pradesh,-400.25604,127.713486,23.359539,20.58989,-13.386466,2.7685492,-0.4689399,-0.21123429,-12.4242115,-0.031804662,-2.9912434,-3.8085136,-5.605324
andhra_pradesh,-431.36728,130.95892,40.62806,22.970581,5.67795,6.7688966,-1.346272,-2.0250895,-6.7893915,-3.7307017,-5.3331995,-7.5667515,-8.269428
andhra_pradesh,-579.4948,137.84058,20.976103,17.368006,-20.212353,12.08836,-11.076596,-13.478135,-1.3650594,-4.202048,-2.7981915,-8.40228,-6.910405
andhra_pradesh,-402.5781,146.26198,33.648514,27.4709,1.0119,7.649376,-1.8746938,-2.24825,-13.257821,1.418183,-4.795244,-7.5616326,-9.831848
andhra_pradesh,-427.48392,116.688255,32.97263,20.67738,-4.538149,0.8060507,0.73432684,-2.9079716,-7.505049,-1.7113655,-2.3204825,-3.9422126,-4.8060126
andhra_pradesh,-409.48145,119.98201,20.05053,25.216425,-14.172733,2.091013,-1.1689132,1.7162695,-11.554895,1.2531426,-4.9996686,-3.1712022,-4.76099
andhra_pradesh,-404.98343,143.05203,32.45424,15.010988,-5.15073,0.55240154,1.9631916,-6.1558666,-12.118999,-4.4985886,-4.5790715,-5.325995,-4.866188
andhra_pradesh,-385.17978,148.20721,25.593592,22.907982,-1.1144321,6.0419893,-1.4707183,-6.4262543,-15.357603,-0.6672037,-4.6980166,-8.488311,-8.0623455
andhra_pradesh,-409.11642,134.37863,36.120575,18.54569,-0.5404321,1.065338,2.648064,-3.917052,-10.46411,-1.2621446,-2.7105858,-7.3279843,-5.420663
andhra_pradesh,-410.85648,126.99559,30.076714,18.750717,-14.876266,1.4679165,-0.96672934,0.102085076,-11.021627,0.8277166,-7.463905,-5.8980618,-4.4380636
andhra_pradesh,-397.72348,131.04735,29.79711,24.264679,-10.048503,-1.5128701,-0.33793572,-0.8884084,-11.29839,-1.227869,-4.5335293,-7.242305,-6.5113416
andhra_pradesh,-407.21725,131.28474,29.336308,17.96011,-8.506254,2.8069277,2.5905507,-4.155468,-13.273866,-2.46845,-4.0385776,-4.772548,-3.4847481
andhra_pradesh,-398.30917,133.70383,26.98355,25.478754,-2.115319,4.6643724,0.8118439,-1.8090537,-15.538917,-2.3587375,-2.033591,-6.339479,-7.3344293
andhra_pradesh,-572.95764,138.28151,-5.550802,-3.5640788,1.8179032,15.536388,-5.365432,-14.599938,-15.091421,-0.48075628,-6.477195,-3.240742,-2.1072779
andhra_pradesh,-556.7678,129.6921,9.059066,22.081728,10.087715,27.933943,-20.748901,-7.0109863,-16.404747,-13.678037,-17.603872,-6.4208703,2.9735494
andhra_pradesh,-379.59262,133.44485,19.757273,23.119137,-17.589705,1.9510952,-1.4184847,0.27559742,-14.95487,0.3515472,-3.4214268,-3.8324142,-5.8899918
andhra_pradesh,-399.64703,146.10085,35.482857,27.362326,5.835902,8.443103,0.16107522,-7.0796094,-14.412307,-2.9700246,-4.940228,-9.766378,-10.157545
andhra_pradesh,-429.5826,115.034096,30.801064,22.478155,-6.441276,1.4026473,0.40935194,-0.9940122,-7.9910064,-0.8208236,-2.5350292,-2.5685227,-4.6334534
andhra_pradesh,-379.72385,118.877266,14.921546,34.62277,-19.434532,1.9130574,1.5418634,1.8281676,-14.691022,1.1677958,-4.5741887,-4.66469,-5.9499836
andhra_pradesh,-408.9042,138.33662,32.32476,14.101417,-2.7328873,0.35957307,0.09157291,-7.005254,-12.747717,-6.186143,-3.8947108,-5.613422,-6.402327
andhra_pradesh,-377.6196,151.45558,28.745914,26.878181,-1.413506,4.571459,0.94611245,-7.2602487,-13.148545,-0.351052,-5.1227508,-8.517664,-8.047715
andhra_pradesh,-423.72922,116.7074,33.03234,17.2802,-7.0316887,-0.03943206,1.1517438,-2.190557,-8.321985,-2.1795204,-3.3322294,-5.7881823,-3.1677406
andhra_pradesh,-387.7529,161.11243,31.714924,24.156845,-10.48453,-7.89861,-3.6620057,4.7251177,-9.141076,0.3536,-12.313574,-13.203549,-10.819979
andhra_pradesh,-409.7919,139.38882,31.66494,19.081957,-6.8746405,0.69223267,-1.2475904,-2.69602,-9.365751,-2.1313043,-5.5452256,-5.4147153,-5.675079
andhra_pradesh,-393.5957,130.19661,26.995537,20.600975,-9.224797,5.67573,1.402997,-5.983352,-14.055544,-1.7447532,-4.3181143,-4.3371735,-4.7880745
andhra_pradesh,-551.68646,113.75987,13.081686,42.712498,-14.441635,7.7347183,-7.249481,-6.9737005,5.631219,-9.186807,-10.283754,5.3794165,3.9099376
andhra_pradesh,-389.65085,128.14386,26.494978,28.24007,-5.0330486,6.7167706,2.9798427,-4.4808574,-15.6805725,-1.4960783,-2.4134386,-8.052512,-6.372523
andhra_pradesh,-390.7697,128.95772,20.490921,21.537899,-13.488492,2.011437,-3.7652173,-1.797724,-13.074989,-0.7436475,-2.5941288,-3.5910037,-4.340375
andhra_pradesh,-415.12332,137.57324,36.84589,22.20855,3.9097204,5.843288,-0.67711204,-5.538433,-9.525637,-3.8112712,-4.4871316,-7.760823,-8.3022995
andhra_pradesh,-430.46088,112.86807,32.902557,19.329918,-4.814457,0.68113583,1.9426738,-3.1277099,-7.511581,-1.7789273,-2.0488598,-3.8884716,-2.8853638
andhra_pradesh,-380.11398,123.2948,17.416553,31.340649,-17.163897,2.3949516,2.1044781,-2.7514184,-14.818301,0.6788429,-3.3830695,-6.789187,-5.6922255
andhra_pradesh,-405.92688,141.37729,33.152805,15.218677,-5.8848076,1.5337286,0.73949575,-6.9286885,-12.669815,-4.8499155,-5.0721445,-7.2010274,-6.2000427
andhra_pradesh,-376.39594,147.13885,23.463062,24.639069,-1.978351,5.198259,-0.59271646,-8.890095,-15.247057,-2.4901938,-4.8795915,-8.611425,-7.338004
andhra_pradesh,-449.79388,102.591034,31.657381,15.196755,-4.39176,-0.1983479,0.2527966,-1.1874046,-5.023295,-1.6317077,-2.7094727,-2.7050185,0.21076062
andhra_pradesh,-380.6001,136.25943,24.348475,29.990746,-4.596918,5.558635,-2.1090183,-1.3546696,-11.4535265,-4.148417,-8.479798,-5.108068,-9.174951
andhra_pradesh,-408.78696,128.90974,28.601446,25.220823,0.9171507,1.0532147,-3.305816,-3.8533175,-8.470941,-2.860598,-3.7854114,-7.6604834,-6.545209
andhra_pradesh,-573.52936,132.7258,26.377182,12.860494,3.8749912,27.968824,-8.441277,7.4341803,-12.502278,-0.8074923,-0.22849274,-11.370513,-0.17397884
andhra_pradesh,-396.12796,135.20103,32.769222,29.127668,-3.8446028,-0.9097964,-0.2868988,-2.5363262,-10.941841,-6.049024,-3.6905675,-8.790653,-8.113305
andhra_pradesh,-414.6241,117.56387,30.060827,27.650063,-3.149562,3.1078055,0.53346586,-2.4162867,-10.707205,-2.0524898,-2.7886896,-7.615021,-5.2706294
andhra_pradesh,-427.2143,123.57837,40.515324,19.526268,-3.9154541,-3.5867548,-1.1098839,-2.4980187,-6.605564,-4.7454185,-4.3014364,-7.006186,-5.206833
andhra_pradesh,-377.2028,146.88211,29.811947,23.278242,-2.282158,-1.7100892,-0.06889588,-3.502235,-14.565831,-6.060758,-2.4371464,-10.949448,-6.2480054
andhra_pradesh,-394.2916,156.29865,36.467365,29.676115,9.21055,3.7645285,-5.5772796,0.13557166,-9.961452,-0.41022238,-9.264108,-12.877913,-7.5173616
andhra_pradesh,-393.78665,138.88771,27.730177,24.02593,0.07645351,-0.69718724,-0.9287241,-3.9125435,-14.601238,-2.6061058,-0.683975,-6.462308,-5.019188
andhra_pradesh,-395.34784,136.42519,33.056446,25.916613,-0.5025896,-2.7402325,-1.126758,-1.4311807,-11.754081,-4.3263087,-3.0757077,-11.383568,-5.0998087
andhra_pradesh,-405.853,133.67238,36.941906,21.799158,-2.2316608,0.5717922,0.20648739,-3.3731391,-11.620068,-5.548015,-4.3941708,-9.338084,-5.084166
andhra_pradesh,-407.8118,133.54616,31.394678,28.567026,-0.098031506,1.4570863,-1.7844062,-2.8853252,-12.771161,-2.2627995,-2.9543152,-7.403967,-6.8663583
andhra_pradesh,-405.14078,132.26662,30.389698,19.772501,-3.4939768,-2.1141956,-1.7234602,-0.91963744,-7.324156,-7.6788816,-7.085012,-7.2780356,-6.839664
andhra_pradesh,-590.67316,104.14348,30.40315,28.872711,7.688085,26.48491,-3.8272278,-0.3874935,-18.776585,-0.2398837,3.0818453,-20.165459,-9.260343
andhra_pradesh,-419.924,127.711266,32.192593,23.379196,0.5689621,-3.1189857,-3.0359366,-2.112282,-9.271122,-3.9643517,-3.9742548,-7.990509,-5.287012
andhra_pradesh,-398.63797,129.83714,30.449406,28.32297,-6.5343432,-2.0117009,1.2587487,-1.7773569,-11.784502,-5.6156354,-4.309187,-8.325924,-5.914379
andhra_pradesh,-385.04123,120.70497,26.957186,31.83475,0.388302,2.5106244,-0.8522679,-6.080196,-12.837915,-2.281065,-2.101047,-10.468099,-6.739507
andhra_pradesh,-414.24875,134.89894,41.758717,22.717026,-2.0541198,-4.4966674,-3.1581268,-2.909551,-9.3196945,-4.8677096,-4.7698097,-9.488357,-6.667659
andhra_pradesh,-374.28113,143.21748,24.80368,29.35384,-2.8211625,-4.9167647,-0.050192412,-3.9140623,-17.740831,-2.8642306,-2.9525838,-11.329407,-5.6096377
andhra_pradesh,-383.60074,144.17278,26.762379,24.97659,0.1681926,-4.064105,-0.91338575,-2.9536207,-15.912932,-5.7087936,-4.122578,-11.28252,-7.2527413
andhra_pradesh,-385.61636,139.93889,31.569286,31.661009,-1.9486696,-5.1792407,-1.2542996,-2.3912168,-15.150713,-3.3507636,-5.8563366,-13.707597,-5.666783
andhra_pradesh,-418.49146,127.318855,36.415512,17.477633,-1.9179913,-2.0135891,-0.6157159,-2.2464294,-8.84286,-4.842377,-4.2578535,-6.627541,-4.254695
andhra_pradesh,-417.9727,125.79278,32.74074,25.973629,-0.5822405,0.3261292,-0.34842542,-1.0597422,-11.413492,-3.394895,-2.6410568,-6.442157,-5.247878
andhra_pradesh,-405.7519,127.90728,27.62831,19.632673,-1.6512579,-0.24414784,-0.5840656,-2.4380903,-10.043313,-5.7610373,-6.3923535,-7.150036,-4.921588
andhra_pradesh,-570.277,143.93942,16.582226,1.8864225,-3.5083768,7.4265904,-0.13953495,-2.2770295,-10.717398,-10.36412,-9.105906,-4.784008,-6.3709273
andhra_pradesh,-417.64365,119.52086,30.153646,24.724405,1.0100181,0.39782274,-2.3333688,-3.4359164,-8.664647,-4.9073787,-3.3971472,-6.9192276,-6.2248554
